E,F,G,H
66,56,7,68
23,95,50,93
57,32,70,81
51,30,29,42
29,92,15,8
95,73,20,27
34,47,29,81
25,8,1,59
53,18,44,16
12,65,44,39
13,93,1,48
30,62,67,30
26,72,40,55
31,29,50,82
90,68,30,32
93,93,89,37
44,30,75,70
72,1,38,45
42,89,81,74
84,97,40,37
37,55,43,23
78,87,39,14
80,4,92,14
68,6,11,38
50,44,56,27
69,91,9,71
56,38,18,61
46,63,11,25
22,62,97,53
44,73,67,58
10,73,68,44
53,9,38,19
95,90,19,53
49,45,19,81
72,75,3,68
80,55,3,87
32,65,86,42
50,32,66,68
6,48,77,89
74,54,26,75
44,80,63,30
95,7,32,25
13,62,70,53
43,2,64,62
79,2,75,68
93,59,27,57
45,40,49,95
25,98,47,8
73,84,75,62
56,61,4,51
71,19,19,52
78,18,71,23
43,14,41,33
78,32,32,79
32,16,79,2
1,29,95,36
23,56,72,80
36,41,14,63
48,18,86,57
9,82,44,91
98,1,27,61
46,92,13,54
35,52,28,65
50,17,55,76
42,87,66,72
22,59,7,77
63,7,36,95
18,14,63,18
10,78,89,13
14,47,50,22
65,17,99,36
3,90,40,62
19,9,68,58
47,89,93,17
67,56,45,85
3,14,47,94
71,77,14,17
65,12,53,80
78,70,29,26
70,94,87,82
26,24,53,17
93,83,23,68
64,8,82,49
17,18,37,64
48,60,44,53
12,95,43,67
78,13,66,26
47,99,80,49
89,82,67,75
41,45,95,5
13,65,12,21
78,66,15,15
96,37,12,85
5,87,27,81
11,92,54,96
13,75,25,76
31,19,25,57
96,7,25,37
53,21,91,7
37,67,65,65
72,2,78,17
31,97,53,92
72,94,74,44
56,21,99,26
28,35,68,50
65,9,72,86
14,5,45,52
12,44,51,75
10,19,50,91
26,38,72,31
84,61,6,16
62,78,25,13
66,74,43,24
20,39,7,35
66,84,49,75
2,37,85,7
85,21,41,3
3,34,32,67
84,93,8,39
95,92,63,26
88,66,72,67
28,46,75,66
63,57,90,64
63,39,92,31
83,6,64,85
58,97,95,91
56,55,13,18
2,12,14,62
65,76,29,19
27,88,88,9
68,54,32,91
30,84,87,79
29,95,34,96
88,69,76,70
79,24,92,86
93,24,84,33
5,17,27,16
64,54,29,2
57,62,39,51
69,85,44,3
74,13,20,69
9,28,25,31
25,8,52,8
87,80,85,74
13,14,15,82
41,29,3,7
9,18,64,71
28,17,35,87
32,26,74,23
19,73,1,92
76,90,46,91
74,93,92,15
16,15,40,2
35,61,97,13
95,85,40,68
31,56,70,65
26,61,62,70
32,29,91,6
49,92,63,45
56,45,52,9
17,80,83,19
20,66,1,18
1,78,29,69
39,64,90,9
61,43,81,16
66,84,56,11
17,39,87,3
48,19,27,66
3,38,82,48
24,46,96,51
50,69,26,74
49,48,75,98
11,45,35,17
19,89,79,78
43,29,91,74
3,32,9,80
50,2,45,11
33,84,27,69
50,28,79,16
3,11,94,10
59,2,44,60
27,6,38,16
77,47,98,39
29,55,40,31
54,18,94,52
34,82,51,21
9,87,53,3
14,72,49,43
71,50,85,86
68,77,70,35
55,45,65,53
60,81,72,48
64,41,62,67
80,55,52,31
80,77,30,84
71,90,47,44
44,30,88,16
50,37,63,48
63,97,92,72
23,4,39,14
41,13,58,25
3,93,7,42
34,31,99,18
66,23,40,38
29,63,59,65
70,46,85,22
20,55,99,23
78,30,47,66
26,93,81,82
61,85,78,6
84,74,27,35
33,35,33,65
84,93,69,16
83,64,33,17
30,67,87,90
35,10,95,90
11,17,53,52
3,56,30,26
87,13,87,84
28,86,39,11
31,52,42,53
18,99,68,31
35,93,87,28
74,96,13,57
63,83,15,18
5,90,60,50
59,14,84,24
73,18,64,35
86,9,60,98
72,97,69,89
40,94,36,14
97,32,61,26
39,28,6,74
44,59,82,77
17,68,13,83
48,35,57,67
53,99,28,91
21,34,45,37
47,92,71,12
29,41,63,49
81,56,3,38
83,63,64,18
18,5,5,90
50,23,56,95
76,7,8,52
59,54,38,5
58,38,18,77
29,59,50,97
5,27,59,81
7,13,37,46
69,49,23,96
43,14,4,65
26,89,30,81
86,30,52,65
8,77,9,97
70,1,10,76
87,76,70,89
34,37,6,34
61,42,25,18
13,75,60,25
16,53,96,98
75,7,94,67
17,47,29,35
70,86,47,36
64,72,53,13
77,68,88,2
60,24,14,51
38,65,96,67
11,15,41,67
55,18,45,35
32,48,15,49
95,41,31,33
74,2,50,59
61,8,77,72
96,97,16,8
25,1,22,59
44,51,60,22
20,13,35,76
8,87,7,75
39,90,60,70
84,36,50,87
17,11,68,22
86,66,61,92
49,56,47,46
46,92,41,29
88,97,49,67
17,55,19,43
53,70,58,23
6,85,8,82
29,27,21,93
20,82,87,37
55,39,77,91
94,81,98,83
54,66,70,32
61,26,49,4
6,40,84,52
30,82,35,95
71,30,93,37
71,55,13,68
10,11,96,72
11,57,54,4
35,28,74,56
40,39,7,60
95,61,69,88
66,93,64,54
97,28,52,2
18,66,66,76
89,14,35,43
31,19,62,25
53,33,44,37
86,25,58,22
95,67,86,30
60,19,10,63
44,26,82,31
64,29,46,33
98,38,78,97
15,1,37,6
44,27,63,55
78,99,34,81
64,43,29,96
62,28,36,44
33,35,56,7
86,48,15,26
97,72,33,25
31,80,11,23
3,3,75,34
15,33,58,69
79,59,91,70
66,96,98,54
8,59,95,1
30,12,73,76
45,54,68,25
83,35,42,80
80,8,55,95
29,60,49,77
34,4,50,27
4,44,43,27
10,32,62,21
76,43,20,70
65,90,47,43
20,73,74,44
56,18,27,43
21,64,10,50
20,88,61,83
71,99,15,8
38,49,72,36
98,44,4,19
40,9,56,55
32,37,64,54
14,15,29,73
77,53,70,1
16,31,11,84
30,93,75,81
24,97,11,86
6,87,79,27
1,12,77,74
69,15,75,26
3,74,67,2
15,70,94,19
16,81,91,68
70,98,20,28
98,16,75,42
28,86,6,46
45,16,71,20
44,31,60,44
50,48,32,79
43,56,46,30
88,90,31,9
21,47,45,57
45,8,38,29
57,92,69,46
47,19,12,28
10,19,72,63
66,96,15,21
24,56,51,42
62,85,99,73
70,28,35,44
69,93,37,29
30,57,13,97
5,52,64,16
15,36,87,41
91,78,83,58
33,12,4,85
1,28,25,84
13,21,34,12
52,9,45,35
89,21,5,84
73,10,15,82
55,89,19,19
57,59,47,68
84,96,67,37
4,12,78,26
15,56,11,46
99,8,16,90
98,77,21,96
49,29,3,45
24,12,1,75
60,87,12,70
20,62,46,70
31,11,29,49
22,94,32,32
49,95,90,38
68,24,90,46
62,33,49,42
44,91,85,59
65,36,97,35
63,25,78,97
2,4,31,55
15,2,40,42
12,2,94,46
82,63,4,77
11,34,8,31
16,90,89,39
94,23,73,16
12,13,59,20
77,52,35,89
26,66,7,72
21,50,17,81
14,3,45,7
87,98,44,48
34,92,69,87
41,30,34,28
49,10,38,8
75,96,82,65
50,12,41,23
13,35,14,79
65,19,57,55
60,96,17,61
90,76,91,41
90,20,52,47
81,51,51,54
40,91,36,3
31,99,7,90
21,18,17,57
83,98,36,24
40,80,21,90
66,85,67,27
71,16,4,26
67,20,25,86
29,29,20,60
49,63,34,23
15,6,1,51
73,98,60,80
57,1,80,55
87,29,78,19
37,4,1,29
66,17,78,40
27,27,50,53
24,80,43,73
80,21,16,17
8,22,46,21
66,18,16,18
8,85,61,15
9,34,18,17
12,22,92,55
57,48,96,91
58,25,70,69
99,37,93,80
58,76,89,60
93,81,36,32
48,34,69,25
76,81,14,70
83,33,62,80
92,9,89,89
37,50,77,46
21,50,18,82
6,38,4,76
22,39,91,99
68,92,57,94
62,26,4,16
46,28,83,87
56,58,25,4
75,99,73,42
43,18,26,71
97,11,90,79
81,89,90,2
40,86,82,13
49,58,31,52
67,77,58,6
39,15,35,17
67,3,90,68
19,66,88,34
85,38,76,56
72,23,96,11
47,66,64,34
69,23,75,38
59,46,62,87
81,83,1,69
29,29,83,41
97,84,68,33
35,14,31,18
1,72,76,33
36,52,7,60
33,9,43,26
64,14,49,2
15,99,89,91
95,94,89,74
24,11,99,77
89,21,61,96
11,5,96,88
73,84,65,21
26,86,24,34
26,16,63,93
32,60,25,24
40,30,28,54
19,87,16,49
82,47,55,18
49,95,28,66
23,74,86,52
9,94,78,23
43,51,79,32
54,16,92,82
30,41,39,39
82,82,13,41
75,83,20,9
93,13,79,39
76,25,70,18
86,23,18,25
86,66,64,84
43,1,5,88
50,72,41,30
89,71,85,9
71,78,44,68
33,38,26,83
89,28,93,29
83,5,44,73
62,24,86,2
93,67,38,20
84,93,1,85
99,25,50,37
14,59,56,66
71,69,19,50
27,42,99,90
77,58,53,8
68,44,84,60
91,32,72,85
26,69,3,13
31,82,90,81
10,70,96,55
5,77,64,80
65,27,69,53
91,7,37,83
81,64,85,72
71,64,17,27
89,46,94,76
69,35,20,78
87,30,5,69
55,34,27,28
55,56,7,24
5,19,14,71
8,5,19,89
52,94,80,4
40,56,67,40
90,6,24,60
66,32,26,7
27,31,3,42
74,45,34,71
32,67,39,41
5,32,87,12
2,75,55,76
67,17,73,32
13,23,96,95
60,64,21,66
28,45,76,65
20,74,30,55
82,70,9,6
61,68,91,16
95,78,67,56
23,90,24,63
35,44,68,22
39,32,27,89
88,61,79,13
42,92,89,43
46,98,14,95
50,93,16,40
19,71,1,75
26,23,31,13
52,76,88,60
33,41,59,75
91,34,31,5
43,95,59,32
56,58,97,77
55,30,37,38
25,84,73,92
89,68,4,90
25,52,60,66
5,25,97,5
37,75,31,8
21,31,34,6
59,18,88,81
2,39,45,40
25,51,88,97
44,63,25,69
39,64,10,58
56,19,5,16
1,84,77,76
34,68,19,9
14,74,13,68
47,54,63,1
62,69,39,74
65,83,40,49
36,93,8,42
64,34,66,19
1,91,23,59
23,1,7,42
18,43,73,38
25,97,89,63
65,79,77,55
95,45,91,92
88,1,29,57
43,80,14,8
26,99,81,6
52,45,64,32
49,41,65,74
12,57,94,38
95,67,67,33
69,61,18,32
71,1,63,59
94,32,7,40
28,98,74,23
52,50,13,46
5,39,5,86
43,70,85,30
96,21,32,30
85,99,41,16
70,36,58,65
77,69,18,14
40,99,32,63
55,49,41,92
56,55,85,77
32,11,4,12
1,63,82,13
72,79,7,43
19,87,45,46
41,62,92,57
6,36,93,19
37,32,49,13
98,61,1,29
64,70,24,44
36,49,25,15
50,72,44,7
69,33,22,91
12,69,11,18
18,64,28,17
19,45,2,36
29,91,45,98
24,8,23,20
8,9,35,84
94,77,18,19
48,10,21,80
72,92,82,73
43,13,93,99
46,29,70,48
61,54,43,18
88,39,69,43
6,72,59,72
42,8,72,47
87,97,40,40
78,40,60,40
34,79,28,30
7,45,56,5
79,64,49,62
6,32,90,44
24,50,13,70
39,22,64,78
23,90,48,43
10,62,43,9
3,36,44,38
26,30,8,95
23,31,74,65
58,81,99,31
80,53,70,25
13,94,14,67
50,6,3,8
52,82,68,35
28,59,65,92
82,54,38,46
87,1,58,36
77,43,43,47
72,86,66,6
19,86,46,95
25,90,99,82
14,7,78,62
26,23,41,87
27,29,76,16
35,84,48,13
85,67,17,18
17,73,68,93
84,26,44,17
89,50,4,97
58,2,90,18
55,5,55,14
91,15,77,72
1,9,31,38
45,57,71,40
24,92,75,94
47,98,93,38
62,83,55,81
19,73,14,83
73,56,62,7
36,95,89,96
77,29,73,31
3,85,16,98
64,15,5,83
6,30,37,50
73,1,10,49
75,32,69,76
64,41,95,52
34,24,69,51
96,60,97,79
88,54,66,59
61,10,78,49
43,2,67,82
94,61,48,60
75,46,43,55
84,28,31,77
97,16,52,84
77,43,59,97
50,51,55,99
77,86,41,29
48,95,24,37
76,20,90,3
43,28,37,74
80,88,98,31
15,98,34,69
38,90,80,74
6,5,85,38
3,78,91,38
3,91,11,13
85,80,9,50
95,76,49,78
63,14,71,88
45,73,78,60
3,23,88,89
81,83,82,4
89,67,47,96
46,69,45,35
53,58,31,61
41,19,82,41
94,83,8,97
57,7,54,20
16,40,53,74
13,46,88,4
49,42,21,26
65,11,32,41
88,65,29,85
22,40,91,24
37,88,80,81
19,44,3,66
8,53,86,65
45,7,8,25
45,85,21,58
31,3,76,82
64,87,85,76
25,83,52,25
86,28,16,65
19,79,93,34
56,70,92,76
73,53,32,83
94,91,65,36
83,25,95,49
13,70,30,52
86,2,29,93
53,56,50,35
39,33,19,70
1,57,89,60
57,49,92,37
36,99,2,39
53,17,4,12
90,76,93,46
26,40,51,72
60,91,16,3
47,68,99,23
56,27,95,52
81,19,79,58
13,65,35,40
35,30,17,21
23,61,74,7
5,85,88,94
32,45,59,7
22,71,49,95
78,61,26,12
36,46,79,74
86,8,58,42
77,93,93,54
68,56,28,40
90,49,45,70
35,32,58,57
71,79,42,61
18,34,21,90
13,43,54,43
61,53,95,93
70,74,52,62
42,74,31,93
37,84,55,11
56,65,30,89
53,14,13,97
12,39,82,4
13,1,98,25
70,3,90,7
77,4,32,59
22,20,27,81
3,38,24,96
80,44,92,11
55,78,27,16
45,71,11,56
4,86,13,42
29,62,96,55
27,31,69,25
59,17,76,28
94,70,39,42
7,69,84,58
41,69,71,97
98,27,98,41
95,64,48,68
50,83,55,63
83,92,97,24
83,31,33,98
36,33,2,94
85,89,44,42
66,57,38,12
69,42,72,2
35,81,24,57
48,68,81,73
21,80,69,51
86,7,77,7
28,29,30,49
94,64,13,36
44,69,2,29
9,64,58,61
29,72,99,61
55,26,51,44
11,59,20,87
2,54,89,65
4,50,40,81
40,29,56,45
51,22,83,34
98,27,96,10
6,8,97,48
38,54,60,11
74,82,14,46
95,87,55,16
55,77,61,43
79,92,82,89
34,1,91,9
63,44,33,62
53,64,73,69
94,23,13,48
78,70,35,41
57,75,43,4
96,86,12,86
40,2,94,99
21,15,3,27
75,5,82,32
10,58,22,25
73,65,83,34
30,26,2,21
72,5,73,81
80,11,42,83
97,51,23,63
67,40,70,52
50,32,55,32
86,92,70,90
79,17,51,91
78,46,69,2
2,46,25,32
36,59,98,84
14,66,66,7
17,3,48,20
43,18,24,19
55,7,33,83
62,74,2,17
7,15,19,13
42,27,97,18
30,14,48,51
21,10,12,32
27,48,86,48
13,52,5,64
83,98,66,70
44,97,57,44
10,8,46,31
94,69,74,80
59,52,99,1
13,63,85,92
21,36,24,6
2,39,73,34
54,99,95,77
86,31,42,28
19,78,52,52
98,38,19,67
84,92,77,55
9,90,49,24
81,35,65,23
1,44,8,11
21,6,18,99
44,49,35,43
33,11,40,22
95,96,93,94
69,40,61,71
80,40,46,30
61,89,84,41
30,37,11,74
10,14,86,8
12,43,93,41
9,1,13,55
71,78,7,61
18,49,14,25
76,80,30,84
82,18,1,89
8,6,25,93
97,97,43,77
49,74,73,91
83,39,2,1
9,93,94,2
1,58,92,59
2,41,50,57
31,68,38,3
25,7,54,26
92,39,23,25
59,22,47,79
89,94,26,20
98,22,72,69
3,40,78,59
61,49,88,15
24,90,6,41
50,35,6,48
76,31,54,93
61,75,78,58
19,95,73,47
91,69,57,82
73,68,97,69
38,50,58,13
36,28,46,18
55,91,64,67
1,37,16,68
38,15,26,73
47,97,95,9
54,84,32,7
95,26,29,38
6,78,54,77
4,12,32,79
4,98,31,64
79,86,34,3
28,56,2,58
55,94,46,3
2,60,16,81
22,10,89,40
72,58,42,86
29,57,96,41
97,79,56,47
56,51,38,59
17,88,82,35
24,11,60,97
65,79,40,84
70,39,69,6
32,57,11,9
2,99,50,13
61,50,18,66
82,75,88,46
20,52,31,81
58,85,85,93
87,47,22,17
30,15,33,54
63,95,87,43
4,94,41,75
50,48,66,29
97,4,32,56
70,31,51,25
85,7,87,7
39,66,48,5
47,87,99,56
68,97,21,74
71,88,19,38
72,3,36,24
33,23,10,18
53,52,27,63
79,86,66,74
71,5,21,10
21,91,33,87
15,91,16,33
54,93,99,19
42,79,62,84
43,62,17,30
23,75,50,63
31,88,45,72
53,10,77,53
65,22,46,56
25,58,76,62
27,22,17,75
71,93,60,63
62,54,57,1
50,40,57,10
53,77,37,52
27,22,80,60
6,69,80,33
58,95,80,42
70,99,8,82
71,90,55,68
52,11,4,89
81,10,98,14
71,32,94,39
25,91,52,83
94,55,34,68
34,89,34,28
63,51,89,42
48,25,6,21
49,50,91,62
54,42,58,98
32,32,97,29
55,19,3,77
84,81,21,41
24,10,62,37
16,70,41,13
66,86,88,61
84,78,82,72
12,16,15,28
90,21,72,69
1,16,29,98
33,54,33,94
37,69,99,87
2,12,89,29
16,97,24,61
17,22,96,95
75,39,37,94
64,54,42,40
38,81,5,93
10,83,97,21
14,13,68,63
61,64,25,10
89,61,71,69
22,79,51,61
59,16,35,37
8,17,60,22
99,77,2,59
5,81,37,88
63,86,91,31
7,7,68,3
33,17,69,17
55,51,60,40
98,92,66,46
72,61,33,31
22,84,53,43
67,99,54,52
6,1,14,88
52,1,16,53
35,66,37,59
69,89,27,87
81,89,31,96
11,12,72,32
66,46,28,31
13,11,37,65
27,37,8,33
69,33,64,44
51,62,76,56
81,71,6,28
45,15,69,30
10,90,13,58
15,4,66,35
14,52,6,72
42,80,91,24
25,45,46,64
88,4,74,2
73,32,54,77
24,34,56,2
1,18,4,56
90,48,27,17
53,56,86,17
11,64,84,39
18,83,66,96
98,19,16,76
3,79,98,66
70,81,69,71
70,42,79,48
67,40,85,81
81,89,97,17
90,35,51,39
97,51,77,42
24,34,30,56
51,32,34,44
75,9,13,39
92,41,67,79
69,40,52,71
70,41,24,32
18,70,93,5
33,28,59,82
48,64,27,32
29,58,42,39
39,12,82,69
91,90,36,80
94,50,98,78
32,13,27,51
86,69,58,3
51,21,92,92
77,77,32,91
3,25,12,92
74,20,14,33
1,49,39,54
3,6,62,3
12,93,39,68
8,95,83,42
53,8,78,92
68,9,14,70
18,65,40,81
30,65,74,26
55,91,48,96
4,54,53,64
38,91,50,7
49,67,16,14
94,55,98,37
30,19,8,40
22,50,14,24
15,23,7,46
49,28,62,65
68,28,21,31
73,61,38,17
21,79,87,3
33,67,94,66
6,71,8,51
77,27,67,3
34,97,48,68
87,1,40,74
94,28,56,74
32,20,68,19
53,73,14,20
25,70,26,63
53,96,61,28
96,74,86,15
71,42,17,69
15,24,59,62
53,47,26,25
24,49,3,44
50,38,87,46
39,92,70,1
82,1,80,55
79,63,61,56
71,50,29,35
83,66,96,98
86,27,95,6
61,15,62,90
3,16,55,50
34,99,73,27
34,80,38,67
53,11,99,72
58,23,82,68
12,99,58,60
19,4,3,6
99,34,79,32
68,66,42,69
62,98,63,97
68,21,44,37
12,29,15,45
9,53,31,63
53,76,15,68
53,33,74,16
69,1,85,31
85,10,92,42
56,52,2,88
2,31,74,87
35,8,73,39
4,11,55,92
6,81,83,59
28,84,77,44
14,64,16,54
9,10,52,13
5,95,78,49
98,92,62,50
66,33,25,23
64,89,66,54
28,16,55,59
40,5,51,36
24,59,60,28
18,1,49,25
61,83,3,88
44,95,10,73
30,15,10,70
26,67,4,19
11,49,42,39
13,50,80,15
94,9,14,97
55,67,38,62
70,9,97,78
4,40,53,68
46,41,38,56
84,29,63,94
31,75,54,2
75,10,76,1
87,89,18,90
5,22,50,32
96,65,49,87
38,35,78,35
39,39,67,50
46,68,47,74
57,96,72,25
50,17,40,46
35,35,3,84
15,43,14,77
42,46,4,77
40,6,48,45
72,89,20,32
9,74,77,86
30,60,92,61
65,21,16,82
40,75,60,61
76,29,80,39
70,89,22,26
32,44,1,85
93,20,69,81
92,84,73,51
71,67,68,65
40,52,23,6
69,27,27,16
23,54,22,60
82,46,66,78
89,98,59,73
65,43,30,72
41,21,29,52
49,20,33,44
59,22,90,25
57,40,16,32
97,17,17,67
62,39,52,54
38,30,16,92
65,96,79,72
33,54,99,37
31,26,95,82
67,15,33,97
81,61,22,6
60,63,6,25
88,79,92,26
62,48,45,57
51,12,1,92
30,71,92,24
31,50,68,99
34,90,7,28
43,79,8,30
42,50,81,60
90,28,78,69
21,82,20,67
13,85,2,82
79,16,87,58
22,36,75,37
70,20,87,17
45,98,90,61
6,24,62,93
13,44,92,3
74,69,41,36
14,38,81,25
21,39,75,67
18,40,83,70
71,1,6,72
3,87,80,55
82,70,79,27
58,66,61,68
31,36,80,87
92,44,74,56
9,3,50,9
12,85,68,18
69,24,61,87
58,61,72,24
35,2,7,35
35,57,6,81
57,92,91,42
59,30,95,89
70,19,46,99
82,65,72,57
20,95,93,28
57,55,36,64
52,48,17,66
59,62,34,38
6,89,62,69
65,57,41,34
1,97,19,65
20,95,12,94
34,82,24,7
53,71,89,16
10,63,52,57
12,37,93,18
26,57,15,14
35,63,75,4
59,39,66,20
60,39,27,9
48,1,48,42
24,15,1,85
38,28,70,67
34,65,92,52
64,92,41,72
75,8,3,22
97,50,33,37
67,16,79,49
92,55,92,23
13,97,30,40
73,29,23,82
23,9,40,68
48,25,88,59
94,98,76,50
25,92,10,51
10,52,30,57
11,18,80,41
44,90,83,82
69,55,46,57
9,6,90,81
11,26,77,18
2,49,12,81
36,34,32,14
51,31,9,34
46,98,93,45
88,52,69,78
62,59,12,97
9,73,10,42
19,76,44,79
30,61,88,58
44,89,1,55
29,69,62,46
92,43,22,84
15,77,73,67
18,37,21,30
3,52,5,89
20,5,43,11
64,53,77,73
22,66,32,38
7,75,17,42
64,31,82,24
5,51,74,3
49,27,59,1
96,4,62,19
65,5,56,23
26,5,56,30
18,54,69,89
12,40,53,52
84,27,52,94
23,23,11,76
47,9,88,94
97,38,65,6
81,29,36,82
44,35,11,7
66,6,80,87
76,33,5,80
92,73,92,74
46,61,75,73
52,5,19,32
85,58,39,6
32,53,76,39
38,31,72,36
46,90,60,48
92,83,69,6
29,30,15,82
88,41,50,38
1,64,87,19
42,88,4,28
13,43,97,92
68,26,77,92
25,22,74,40
49,22,41,69
10,95,73,41
25,25,40,32
31,73,7,58
82,45,28,24
81,28,10,76
81,25,46,8
86,64,83,96
98,22,43,71
97,70,70,48
96,12,96,46
69,85,19,76
85,37,7,98
33,54,36,40
26,52,85,74
88,77,12,75
54,74,4,12
60,97,64,52
18,33,22,72
70,80,86,44
27,34,82,48
9,38,77,64
48,81,2,19
18,86,7,90
94,1,66,14
54,57,84,75
39,61,62,36
89,36,18,12
66,67,2,73
43,99,85,76
90,12,16,81
61,22,27,14
23,27,73,4
44,62,20,40
92,12,55,26
19,1,25,14
5,22,7,55
57,3,96,30
96,54,29,7
50,24,17,31
68,65,60,12
12,82,48,97
14,93,33,44
79,94,39,14
80,15,2,58
87,23,47,22
25,96,82,97
42,61,52,97
49,59,52,17
70,8,94,97
54,44,90,55
87,52,60,11
40,71,48,22
61,69,28,43
70,56,75,2
53,55,19,42
51,54,81,89
4,73,22,56
50,21,73,1
13,74,51,46
24,29,41,97
28,35,15,4
16,93,21,52
23,82,10,33
55,94,74,23
69,98,92,51
87,10,59,41
76,38,65,18
13,60,72,96
50,41,46,75
41,38,27,38
84,77,57,96
88,71,86,26
96,68,8,49
65,11,13,88
5,8,46,26
63,16,28,39
80,11,93,31
1,34,99,95
29,34,76,21
45,80,23,63
14,35,91,30
79,52,68,37
43,1,51,22
5,93,94,17
16,38,59,3
3,61,94,13
24,92,28,28
30,38,64,43
23,41,52,45
78,54,71,11
17,22,37,2
18,7,84,2
61,94,10,49
83,6,21,70
93,21,73,28
28,85,87,14
17,32,68,54
89,46,20,41
28,51,79,63
48,46,42,28
77,21,16,57
9,84,85,65
71,27,43,2
5,79,47,86
13,60,83,52
39,21,29,86
85,76,68,18
27,44,11,2
17,97,92,8
62,62,2,86
33,15,33,61
74,76,1,46
84,1,65,47
47,80,97,85
78,65,28,67
96,5,42,28
7,72,64,59
52,23,29,12
73,58,39,74
80,48,74,4
8,41,28,30
82,20,88,67
79,91,32,36
46,9,12,36
19,7,12,38
92,57,72,55
59,33,17,4
90,55,50,69
82,31,73,5
46,52,63,3
77,43,24,2
98,56,91,6
56,72,69,53
47,13,94,1
12,74,26,4
79,70,38,71
63,51,50,61
69,34,15,83
58,75,86,37
52,98,72,88
25,98,59,30
47,86,52,76
45,67,14,74
13,58,9,61
94,51,76,32
12,4,9,52
68,23,64,70
57,79,92,11
23,12,6,95
47,83,45,81
43,16,49,89
26,2,67,13
38,98,58,50
42,99,73,72
23,35,67,15
85,56,41,51
30,14,63,19
69,97,95,62
99,37,10,67
9,47,62,96
35,21,78,86
19,34,54,46
52,16,30,22
20,82,83,14
33,20,12,97
28,56,91,32
75,42,38,34
25,7,95,46
90,28,32,3
76,4,70,23
17,72,62,8
3,38,64,5
76,56,66,29
53,74,70,12
87,90,32,90
53,57,33,75
48,74,15,39
78,93,13,82
9,27,95,20
82,56,48,54
91,54,88,92
11,45,11,84
89,61,80,88
37,61,42,35
7,76,94,12
13,68,16,47
61,12,79,20
83,69,39,63
4,88,57,11
8,8,45,86
37,38,2,4
18,53,28,48
10,57,50,98
58,40,89,14
83,32,17,56
93,55,33,96
56,41,89,6
71,71,65,45
63,34,85,98
1,50,24,92
78,53,94,64
15,2,4,95
35,43,62,59
65,57,27,94
73,26,6,35
92,90,34,4
10,11,82,65
70,5,89,77
82,80,94,69
94,56,86,81
77,33,86,63
69,86,48,74
48,45,2,28
69,92,24,20
92,93,12,11
91,86,46,93
41,4,43,5
55,7,96,50
76,18,7,5
35,83,33,44
18,56,75,89
4,17,70,41
45,97,62,78
5,58,41,52
44,87,5,25
79,83,58,91
89,44,50,32
71,39,7,90
62,96,9,40
54,30,75,73
18,25,81,24
8,58,62,46
31,22,84,2
93,21,7,38
84,34,72,42
4,74,20,70
64,7,43,12
94,60,92,11
66,25,91,55
99,55,27,60
21,85,26,25
28,19,38,61
40,38,3,32
96,53,66,77
43,40,46,32
96,3,55,33
62,28,41,72
45,58,53,14
56,15,90,95
16,71,70,54
3,83,14,68
88,57,33,10
43,89,62,19
56,35,75,55
7,23,22,5
63,20,9,98
41,19,11,41
31,76,34,21
4,26,14,66
93,25,32,42
66,82,40,52
56,85,61,33
34,94,45,57
27,95,69,44
24,63,43,39
18,11,83,52
1,36,56,23
50,78,12,96
3,61,32,75
91,93,37,66
66,52,85,36
60,69,68,96
19,75,46,11
1,43,19,3
99,83,32,80
67,32,12,9
57,20,15,32
81,34,76,81
44,27,50,98
70,78,74,29
36,52,34,33
19,58,70,56
39,67,4,14
83,60,36,42
8,95,96,36
78,28,34,95
20,87,53,44
28,94,44,74
22,18,83,49
15,91,81,85
44,56,59,8
5,19,26,49
91,12,8,42
35,10,3,46
26,17,57,97
57,11,7,66
43,74,3,42
23,5,32,25
26,96,18,82
88,88,1,22
57,79,19,16
36,97,23,47
12,91,41,98
49,92,80,12
58,17,58,65
89,73,9,98
99,71,66,5
20,1,10,65
97,55,2,77
20,67,98,58
86,15,45,78
72,46,51,49
5,8,8,55
14,92,12,67
27,88,45,71
5,77,54,51
46,68,88,96
39,69,47,68
67,16,53,19
29,33,1,51
60,70,78,7
75,33,59,68
37,27,31,6
92,40,13,66
85,20,21,35
79,97,44,17
30,12,52,96
14,30,42,6
95,90,83,98
37,3,95,33
18,28,55,12
92,76,34,58
96,37,33,55
92,59,72,10
72,19,93,6
82,87,60,27
89,17,29,71
71,36,42,93
81,27,44,44
23,77,80,78
13,59,9,84
83,72,58,87
39,82,23,22
87,97,24,77
64,98,94,25
12,8,38,77
46,55,40,23
95,46,58,53
84,96,59,42
4,57,35,44
71,54,59,77
72,37,43,57
88,55,21,74
38,42,84,12
98,89,34,91
70,8,61,96
40,88,61,43
44,94,75,84
16,42,1,89
34,93,87,51
77,42,86,47
22,96,90,54
56,20,32,24
37,16,39,23
16,27,4,72
7,45,9,72
70,34,6,83
64,86,40,62
87,74,70,94
94,22,47,98
93,40,2,25
64,51,53,16
80,99,80,50
88,76,88,96
18,50,89,10
61,51,55,51
87,75,53,4
15,66,14,58
86,58,56,33
82,70,83,56
33,38,54,34
94,66,32,60
20,70,51,80
29,31,22,10
85,12,59,48
72,81,75,64
44,9,40,3
28,20,55,98
80,63,42,81
5,79,88,98
76,74,36,36
81,92,10,23
11,97,99,29
23,23,39,73
91,32,46,56
90,6,4,52
